'date_reported';'dr_no';'date_occ';'time_occ';'area';'area_name';'rd';'crime_no';'crime_desc';'status';'status_desc';'image_no'
'2014-July-22';141113812;'2012-November-01';1200;11;'Northeast';1138;668;'EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)';'IC';'Invest Cont';0
'2014-August-11';141114882;'2012-November-01';1200;11;'Northeast';1163;354;'THEFT OF IDENTITY';'IC';'Invest Cont';706
'2014-February-14';141206732;'2012-November-01';1600;12;'77th Street';1263;810;'SEX, UNLAWFUL';'AO';'Adult Other';156
'2014-January-21';141305115;'2012-November-01';800;13;'Newton';1345;354;'THEFT OF IDENTITY';'IC';'Invest Cont';877
'2014-January-07';141404390;'2012-November-01';1200;14;'Pacific';1454;354;'THEFT OF IDENTITY';'IC';'Invest Cont';399
'2014-July-30';141500990;'2012-November-01';1200;15;'N Hollywood';1525;763;'STALKING';'AA';'Adult Arrest';0
'2014-February-26';141506865;'2012-November-01';1;15;'N Hollywood';1512;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-August-30';141516379;'2012-November-01';700;15;'N Hollywood';1543;354;'THEFT OF IDENTITY';'IC';'Invest Cont';875
'2014-September-12';141517119;'2012-November-01';1200;15;'N Hollywood';1567;354;'THEFT OF IDENTITY';'IC';'Invest Cont';290
'2014-October-15';141518860;'2012-November-01';1000;15;'N Hollywood';1531;627;'CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT';'AO';'Adult Other';0
'2014-December-22';141522393;'2012-November-01';1700;15;'N Hollywood';1596;860;'BATTERY WITH SEXUAL CONTACT';'IC';'Invest Cont';389
'2014-February-06';141605410;'2012-November-01';900;16;'Foothill';1657;626;'SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT';'AO';'Adult Other';415
'2014-June-10';141610004;'2012-November-01';1;16;'Foothill';1612;810;'SEX, UNLAWFUL';'JO';'Juv Other';948
'2014-June-17';141610204;'2012-November-01';900;16;'Foothill';1623;810;'SEX, UNLAWFUL';'JO';'Juv Other';786
'2014-June-07';141710876;'2012-November-01';1200;17;'Devonshire';1708;354;'THEFT OF IDENTITY';'IC';'Invest Cont';63
'2014-October-24';141921134;'2012-November-01';1200;19;'Mission';1993;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-January-31';142105372;'2012-November-01';5;21;'Topanga';2118;956;'LETTERS, LEWD';'IC';'Invest Cont';40
'2014-November-06';142118014;'2012-November-01';900;21;'Topanga';2158;354;'THEFT OF IDENTITY';'IC';'Invest Cont';580
'2014-December-17';140325727;'2012-October-31';1700;3;'Southwest';398;510;'VEHICLE - STOLEN';'IC';'Invest Cont';414
'2014-July-14';142013183;'2012-October-30';1200;20;'Olympic';2027;354;'THEFT OF IDENTITY';'IC';'Invest Cont';874
'2014-June-24';140810468;'2012-October-25';1000;8;'West LA';836;956;'LETTERS, LEWD';'IC';'Invest Cont';792
'2014-May-05';141109940;'2012-October-24';1200;11;'Northeast';1142;354;'THEFT OF IDENTITY';'IC';'Invest Cont';108
'2014-November-02';140322986;'2012-October-22';830;3;'Southwest';354;354;'THEFT OF IDENTITY';'IC';'Invest Cont';459
'2014-August-23';141714118;'2012-October-21';1200;17;'Devonshire';1745;354;'THEFT OF IDENTITY';'IC';'Invest Cont';220
'2014-March-27';141508409;'2012-October-20';1;15;'N Hollywood';1525;812;'CHILD, CRIME AGAINST';'AO';'Adult Other';267
'2014-November-04';140815625;'2012-October-19';900;8;'West LA';841;354;'THEFT OF IDENTITY';'IC';'Invest Cont';882
'2014-October-24';142117348;'2012-October-18';1200;21;'Topanga';2157;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-February-05';140905842;'2012-October-15';1200;9;'Van Nuys';911;354;'THEFT OF IDENTITY';'IC';'Invest Cont';94
'2014-August-13';141013553;'2012-October-15';1200;10;'West Valley';1037;354;'THEFT OF IDENTITY';'IC';'Invest Cont';507
'2014-March-25';141410089;'2012-October-15';1200;14;'Pacific';1432;354;'THEFT OF IDENTITY';'IC';'Invest Cont';985
'2014-October-14';140415535;'2012-October-14';1200;4;'Hollenbeck';428;930;'CRIMINAL THREATS - NO WEAPON DISPLAYED';'IC';'Invest Cont';682
'2014-July-14';141418578;'2012-October-14';1400;14;'Pacific';1467;649;'DOCUMENT FORGERY / STOLEN FELONY';'IC';'Invest Cont';0
'2014-September-18';140916339;'2012-October-13';1800;9;'Van Nuys';933;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'AO';'Adult Other';703
'2014-January-13';141204740;'2012-October-13';1800;12;'77th Street';1263;121;'RAPE, FORCIBLE';'AO';'Adult Other';799
'2014-January-22';142004992;'2012-October-12';600;20;'Olympic';2097;649;'DOCUMENT FORGERY / STOLEN FELONY';'IC';'Invest Cont';720
'2014-October-11';140415388;'2012-October-11';1400;4;'Hollenbeck';421;440;'THEFT PLAIN - PETTY ($950 & UNDER)';'IC';'Invest Cont';503
'2014-October-12';140620577;'2012-October-11';2330;6;'Hollywood';669;421;'THEFT FROM MOTOR VEHICLE - ATTEMPT';'IC';'Invest Cont';857
'2014-October-12';140917602;'2012-October-11';2100;9;'Van Nuys';906;420;'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)';'IC';'Invest Cont';196
'2014-October-11';141200906;'2012-October-11';340;12;'77th Street';1255;230;'ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT';'IC';'Invest Cont';471
'2014-October-11';141222802;'2012-October-11';340;12;'77th Street';1255;230;'ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT';'IC';'Invest Cont';926
'2014-October-12';141818449;'2012-October-11';2330;18;'Southeast';1844;510;'VEHICLE - STOLEN';'IC';'Invest Cont';429
'2014-October-11';142017733;'2012-October-11';1440;20;'Olympic';2033;997;'TRAFFIC DR #';'IC';'Invest Cont';604
'2014-July-16';141611221;'2012-October-10';1;16;'Foothill';1687;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'IC';'Invest Cont';748
'2014-August-18';142114448;'2012-October-10';1800;21;'Topanga';2134;210;'ROBBERY';'JO';'Juv Other';969
'2014-February-25';140506234;'2012-October-09';800;5;'Harbor';526;649;'DOCUMENT FORGERY / STOLEN FELONY';'AA';'Adult Arrest';0
'2014-February-01';140805186;'2012-October-09';1;8;'West LA';831;354;'THEFT OF IDENTITY';'IC';'Invest Cont';735
'2014-October-20';142117201;'2012-October-09';1045;21;'Topanga';2136;946;'OTHER MISCELLANEOUS CRIME';'IC';'Invest Cont';110
'2014-April-02';141309037;'2012-October-07';800;13;'Newton';1343;956;'LETTERS, LEWD';'IC';'Invest Cont';0
'2014-November-02';141427664;'2012-October-07';1000;14;'Pacific';1487;440;'THEFT PLAIN - PETTY ($950 & UNDER)';'IC';'Invest Cont';0
'2014-March-13';140406840;'2012-October-04';1200;4;'Hollenbeck';455;354;'THEFT OF IDENTITY';'IC';'Invest Cont';981
'2014-October-23';140123983;'2012-October-03';1200;1;'Central';192;956;'LETTERS, LEWD';'IC';'Invest Cont';271
'2014-June-24';140213025;'2012-October-03';1200;2;'Rampart';249;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-May-16';140112602;'2012-October-01';1600;1;'Central';119;668;'EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)';'IC';'Invest Cont';85
'2014-October-22';140219575;'2012-October-01';2000;2;'Rampart';257;860;'BATTERY WITH SEXUAL CONTACT';'AO';'Adult Other';850
'2014-March-28';140308947;'2012-October-01';1200;3;'Southwest';376;354;'THEFT OF IDENTITY';'IC';'Invest Cont';797
'2014-July-26';140316488;'2012-October-01';1200;3;'Southwest';328;354;'THEFT OF IDENTITY';'IC';'Invest Cont';728
'2014-April-11';140508172;'2012-October-01';1200;5;'Harbor';551;354;'THEFT OF IDENTITY';'IC';'Invest Cont';283
'2014-July-14';140711446;'2012-October-01';2000;7;'Wilshire';762;810;'SEX, UNLAWFUL';'IC';'Invest Cont';543
'2014-June-24';140810442;'2012-October-01';1800;8;'West LA';806;121;'RAPE, FORCIBLE';'AO';'Adult Other';500
'2014-November-24';140816702;'2012-October-01';700;8;'West LA';824;627;'CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT';'AO';'Adult Other';656
'2014-October-02';140917101;'2012-October-01';5;9;'Van Nuys';952;510;'VEHICLE - STOLEN';'IC';'Invest Cont';0
'2014-April-02';141007956;'2012-October-01';1730;10;'West Valley';1029;860;'BATTERY WITH SEXUAL CONTACT';'IC';'Invest Cont';158
'2014-February-12';141105898;'2012-October-01';1200;11;'Northeast';1143;354;'THEFT OF IDENTITY';'IC';'Invest Cont';47
'2014-August-12';141114905;'2012-October-01';2220;11;'Northeast';1107;956;'LETTERS, LEWD';'AO';'Adult Other';0
'2014-September-11';141116408;'2012-October-01';1;11;'Northeast';1178;812;'CHILD, CRIME AGAINST';'IC';'Invest Cont';570
'2014-October-15';141200915;'2012-October-01';1200;12;'77th Street';1265;627;'CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT';'AA';'Adult Arrest';988
'2014-April-25';141211112;'2012-October-01';1200;12;'77th Street';1243;354;'THEFT OF IDENTITY';'IC';'Invest Cont';90
'2014-July-21';141216834;'2012-October-01';1;12;'77th Street';1249;805;'PIMPING';'IC';'Invest Cont';632
'2014-July-21';141216835;'2012-October-01';1;12;'77th Street';1249;946;'OTHER MISCELLANEOUS CRIME';'IC';'Invest Cont';705
'2014-April-09';141309629;'2012-October-01';1200;13;'Newton';1381;860;'BATTERY WITH SEXUAL CONTACT';'IC';'Invest Cont';228
'2014-June-10';141312749;'2012-October-01';800;13;'Newton';1367;354;'THEFT OF IDENTITY';'IC';'Invest Cont';820
'2014-April-10';141411299;'2012-October-01';700;14;'Pacific';1467;649;'DOCUMENT FORGERY / STOLEN FELONY';'IC';'Invest Cont';0
'2014-January-29';141505610;'2012-October-01';1;15;'N Hollywood';1531;354;'THEFT OF IDENTITY';'IC';'Invest Cont';555
'2014-February-21';141506672;'2012-October-01';1;15;'N Hollywood';1599;956;'LETTERS, LEWD';'AO';'Adult Other';112
'2014-March-27';141508410;'2012-October-01';1;15;'N Hollywood';1525;812;'CHILD, CRIME AGAINST';'AO';'Adult Other';225
'2014-April-28';141510105;'2012-October-01';1800;15;'N Hollywood';1504;812;'CHILD, CRIME AGAINST';'AA';'Adult Arrest';497
'2014-April-28';141510106;'2012-October-01';1800;15;'N Hollywood';1504;812;'CHILD, CRIME AGAINST';'AA';'Adult Arrest';558
'2014-April-23';142009149;'2012-October-01';600;20;'Olympic';2002;354;'THEFT OF IDENTITY';'IC';'Invest Cont';447
'2014-September-12';142016221;'2012-October-01';5;20;'Olympic';2071;354;'THEFT OF IDENTITY';'IC';'Invest Cont';769
'2014-January-07';142104325;'2012-October-01';1;21;'Topanga';2136;815;'SEXUAL PENTRATION WITH A FOREIGN OBJECT';'AO';'Adult Other';0
'2014-November-03';140918506;'2012-September-30';2359;9;'Van Nuys';905;354;'THEFT OF IDENTITY';'IC';'Invest Cont';162
'2014-June-13';141415809;'2012-September-30';1400;14;'Pacific';1437;354;'THEFT OF IDENTITY';'IC';'Invest Cont';779
'2014-March-18';140207878;'2012-September-29';1100;2;'Rampart';204;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'IC';'Invest Cont';85
'2014-July-08';140711280;'2012-September-29';900;7;'Wilshire';758;956;'LETTERS, LEWD';'AO';'Adult Other';512
'2014-February-07';140805419;'2012-September-28';800;8;'West LA';827;354;'THEFT OF IDENTITY';'IC';'Invest Cont';869
'2014-January-21';140905074;'2012-September-28';900;9;'Van Nuys';926;354;'THEFT OF IDENTITY';'IC';'Invest Cont';927
'2014-October-11';140917556;'2012-September-28';800;9;'Van Nuys';911;354;'THEFT OF IDENTITY';'IC';'Invest Cont';431
'2014-September-02';150604854;'2012-September-27';1300;6;'Hollywood';663;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'IC';'Invest Cont';930
'2014-November-07';142019650;'2012-September-26';1800;20;'Olympic';2025;820;'ORAL COPULATION';'IC';'Invest Cont';848
'2014-February-25';141106516;'2012-September-26';800;11;'Northeast';1147;649;'DOCUMENT FORGERY / STOLEN FELONY';'AA';'Adult Arrest';0
'2014-February-11';140106738;'2012-September-24';830;1;'Central';155;946;'OTHER MISCELLANEOUS CRIME';'IC';'Invest Cont';941
'2014-February-14';141705995;'2012-September-24';1200;17;'Devonshire';1774;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-August-22';140216238;'2012-September-23';800;2;'Rampart';221;812;'CHILD, CRIME AGAINST';'IC';'Invest Cont';0
'2014-June-24';142111822;'2012-September-21';1200;21;'Topanga';2196;740;'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)';'IC';'Invest Cont';271
'2014-April-17';142008933;'2012-September-20';1200;20;'Olympic';2001;354;'THEFT OF IDENTITY';'IC';'Invest Cont';789
'2014-November-03';140621849;'2012-September-17';1200;6;'Hollywood';638;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-August-05';140914258;'2012-September-17';1200;9;'Van Nuys';914;354;'THEFT OF IDENTITY';'IC';'Invest Cont';304
'2014-April-15';141809127;'2012-September-17';1200;18;'Southeast';1837;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-June-10';140212306;'2012-September-15';1100;2;'Rampart';221;510;'VEHICLE - STOLEN';'IC';'Invest Cont';933
'2014-March-15';141208449;'2012-September-14';1600;12;'77th Street';1266;354;'THEFT OF IDENTITY';'IC';'Invest Cont';408
'2014-January-22';141704916;'2012-September-14';1200;17;'Devonshire';1767;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-December-30';140624916;'2012-September-11';1200;6;'Hollywood';659;810;'SEX, UNLAWFUL';'IC';'Invest Cont';780
'2014-December-30';140624917;'2012-September-11';1600;6;'Hollywood';668;820;'ORAL COPULATION';'IC';'Invest Cont';449
'2014-February-11';142005875;'2012-September-11';1200;20;'Olympic';2013;668;'EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)';'IC';'Invest Cont';749
'2014-September-13';140319563;'2012-September-10';1200;3;'Southwest';392;815;'SEXUAL PENTRATION WITH A FOREIGN OBJECT';'IC';'Invest Cont';0
'2014-September-12';140618882;'2012-September-10';1200;6;'Hollywood';646;354;'THEFT OF IDENTITY';'IC';'Invest Cont';522
'2014-January-04';141304151;'2012-September-10';1;13;'Newton';1341;649;'DOCUMENT FORGERY / STOLEN FELONY';'IC';'Invest Cont';0
'2014-September-12';141517096;'2012-September-08';1000;15;'N Hollywood';1532;649;'DOCUMENT FORGERY / STOLEN FELONY';'IC';'Invest Cont';0
'2014-May-27';142110514;'2012-September-08';1200;21;'Topanga';2177;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'AO';'Adult Other';0
'2014-September-10';140413993;'2012-September-07';1200;4;'Hollenbeck';415;354;'THEFT OF IDENTITY';'IC';'Invest Cont';465
'2014-October-02';140320912;'2012-September-05';900;3;'Southwest';374;354;'THEFT OF IDENTITY';'IC';'Invest Cont';404
'2014-May-08';141510586;'2012-September-05';1000;15;'N Hollywood';1541;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'IC';'Invest Cont';380
'2014-June-18';140710461;'2012-September-04';800;7;'Wilshire';773;649;'DOCUMENT FORGERY / STOLEN FELONY';'AO';'Adult Other';9
'2014-September-21';141318505;'2012-September-04';1700;13;'Newton';1341;310;'BURGLARY';'IC';'Invest Cont';0
'2014-December-03';140919824;'2012-September-03';1600;9;'Van Nuys';935;810;'SEX, UNLAWFUL';'AO';'Adult Other';815
'2014-February-13';141306401;'2012-September-02';2200;13;'Newton';1342;420;'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)';'IC';'Invest Cont';606
'2014-February-19';140107339;'2012-September-01';1100;1;'Central';155;946;'OTHER MISCELLANEOUS CRIME';'AA';'Adult Arrest';785
'2014-February-13';140306496;'2012-September-01';1;3;'Southwest';377;354;'THEFT OF IDENTITY';'IC';'Invest Cont';994
'2014-March-16';140308164;'2012-September-01';1;3;'Southwest';362;821;'SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH';'AO';'Adult Other';518
'2014-April-17';140310121;'2012-September-01';1500;3;'Southwest';376;230;'ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT';'AO';'Adult Other';856
'2014-April-17';140310123;'2012-September-01';1500;3;'Southwest';376;230;'ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT';'AO';'Adult Other';558
'2014-May-07';140509209;'2012-September-01';800;5;'Harbor';563;740;'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)';'JA';'Juv Arrest';839
'2014-October-22';140516456;'2012-September-01';1500;5;'Harbor';504;815;'SEXUAL PENTRATION WITH A FOREIGN OBJECT';'IC';'Invest Cont';578
'2014-September-14';140916140;'2012-September-01';1200;9;'Van Nuys';989;354;'THEFT OF IDENTITY';'IC';'Invest Cont';765
'2014-September-14';140916142;'2012-September-01';1200;9;'Van Nuys';989;354;'THEFT OF IDENTITY';'IC';'Invest Cont';891
'2014-October-22';141016496;'2012-September-01';1000;10;'West Valley';1045;310;'BURGLARY';'IC';'Invest Cont';0
'2014-December-17';141018736;'2012-September-01';1200;10;'West Valley';1079;354;'THEFT OF IDENTITY';'IC';'Invest Cont';917
'2014-January-04';141104159;'2012-September-01';1800;11;'Northeast';1148;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'IC';'Invest Cont';112
'2014-September-16';141116716;'2012-September-01';1200;11;'Northeast';1184;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-March-25';141209148;'2012-September-01';1200;12;'77th Street';1203;354;'THEFT OF IDENTITY';'IC';'Invest Cont';966
'2014-June-04';141213750;'2012-September-01';1200;12;'77th Street';1263;354;'THEFT OF IDENTITY';'IC';'Invest Cont';902
'2014-June-20';141214820;'2012-September-01';1000;12;'77th Street';1235;354;'THEFT OF IDENTITY';'IC';'Invest Cont';304
'2014-January-16';141405126;'2012-September-01';1200;14;'Pacific';1452;956;'LETTERS, LEWD';'IC';'Invest Cont';976
'2014-September-12';141423260;'2012-September-01';1;14;'Pacific';1441;354;'THEFT OF IDENTITY';'IC';'Invest Cont';755
'2014-October-01';141518163;'2012-September-01';1200;15;'N Hollywood';1522;354;'THEFT OF IDENTITY';'IC';'Invest Cont';342
'2014-July-09';141610964;'2012-September-01';1200;16;'Foothill';1651;121;'RAPE, FORCIBLE';'IC';'Invest Cont';312
'2014-September-29';141614181;'2012-September-01';1;16;'Foothill';1667;354;'THEFT OF IDENTITY';'IC';'Invest Cont';38
'2014-December-31';141617209;'2012-September-01';1200;16;'Foothill';1606;649;'DOCUMENT FORGERY / STOLEN FELONY';'IC';'Invest Cont';445
'2014-September-10';141714866;'2012-September-01';1200;17;'Devonshire';1707;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-January-13';141904636;'2012-September-01';1200;19;'Mission';1985;810;'SEX, UNLAWFUL';'JO';'Juv Other';567
'2014-March-12';141908037;'2012-September-01';1500;19;'Mission';1902;860;'BATTERY WITH SEXUAL CONTACT';'AO';'Adult Other';926
'2014-February-13';142005933;'2012-September-01';1200;20;'Olympic';2021;649;'DOCUMENT FORGERY / STOLEN FELONY';'IC';'Invest Cont';897
'2014-March-04';142106735;'2012-September-01';5;21;'Topanga';2104;649;'DOCUMENT FORGERY / STOLEN FELONY';'IC';'Invest Cont';465
'2014-April-02';142108062;'2012-September-01';1200;21;'Topanga';2177;860;'BATTERY WITH SEXUAL CONTACT';'JA';'Juv Arrest';304
'2014-April-28';142109197;'2012-September-01';1;21;'Topanga';2148;354;'THEFT OF IDENTITY';'IC';'Invest Cont';552
'2014-May-13';141709847;'2012-August-31';900;17;'Devonshire';1792;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'AA';'Adult Arrest';726
'2014-August-29';140915382;'2012-August-29';600;9;'Van Nuys';904;624;'BATTERY - SIMPLE ASSAULT';'AO';'Adult Other';0
'2014-August-29';140915383;'2012-August-29';600;9;'Van Nuys';904;624;'BATTERY - SIMPLE ASSAULT';'AO';'Adult Other';559
'2014-August-29';140915384;'2012-August-29';600;9;'Van Nuys';904;624;'BATTERY - SIMPLE ASSAULT';'AO';'Adult Other';290
'2014-March-13';141909365;'2012-August-29';1;19;'Mission';1913;946;'OTHER MISCELLANEOUS CRIME';'IC';'Invest Cont';37
'2014-August-21';140513739;'2012-August-27';1000;5;'Harbor';526;354;'THEFT OF IDENTITY';'IC';'Invest Cont';209
'2014-January-18';141205065;'2012-August-27';1200;12;'77th Street';1211;354;'THEFT OF IDENTITY';'IC';'Invest Cont';915
'2014-February-13';141605540;'2012-August-27';1200;16;'Foothill';1655;354;'THEFT OF IDENTITY';'IC';'Invest Cont';545
'2014-March-12';142007475;'2012-August-27';800;20;'Olympic';2079;812;'CHILD, CRIME AGAINST';'AO';'Adult Other';739
'2014-July-30';140811723;'2012-August-26';2300;8;'West LA';828;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'IC';'Invest Cont';811
'2014-August-25';140413335;'2012-August-25';1;4;'Hollenbeck';455;745;'VANDALISM - MISDEAMEANOR ($399 OR UNDER)';'IC';'Invest Cont';154
'2014-April-25';140909541;'2012-August-25';1200;9;'Van Nuys';974;354;'THEFT OF IDENTITY';'IC';'Invest Cont';83
'2014-October-21';140123845;'2012-August-24';900;1;'Central';165;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-November-25';141820722;'2012-August-22';1700;18;'Southeast';1827;946;'OTHER MISCELLANEOUS CRIME';'IC';'Invest Cont';301
'2014-August-27';142114734;'2012-August-21';1600;21;'Topanga';2185;668;'EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)';'AA';'Adult Arrest';114
'2014-February-26';141006317;'2012-August-20';1;10;'West Valley';1039;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-June-17';141111993;'2012-August-20';1200;11;'Northeast';1127;624;'BATTERY - SIMPLE ASSAULT';'AO';'Adult Other';0
'2014-August-22';141421709;'2012-August-19';520;14;'Pacific';1454;626;'SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT';'AO';'Adult Other';198
'2014-May-28';141912520;'2012-August-19';1200;19;'Mission';1982;810;'SEX, UNLAWFUL';'IC';'Invest Cont';0
'2014-November-04';140220253;'2012-August-18';900;2;'Rampart';247;354;'THEFT OF IDENTITY';'IC';'Invest Cont';739
'2014-July-30';141114247;'2012-August-18';1200;11;'Northeast';1183;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-June-24';141813043;'2012-August-18';1;18;'Southeast';1829;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-June-09';141913384;'2012-August-18';1;19;'Mission';1981;354;'THEFT OF IDENTITY';'IC';'Invest Cont';988
'2014-March-31';141108141;'2012-August-16';500;11;'Northeast';1183;121;'RAPE, FORCIBLE';'AA';'Adult Arrest';596
'2014-April-16';140209471;'2012-August-15';1200;2;'Rampart';205;354;'THEFT OF IDENTITY';'IC';'Invest Cont';37
'2014-November-21';140517721;'2012-August-15';800;5;'Harbor';526;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-June-16';140613757;'2012-August-15';1200;6;'Hollywood';666;354;'THEFT OF IDENTITY';'IC';'Invest Cont';828
'2014-May-27';141010163;'2012-August-15';1600;10;'West Valley';1007;510;'VEHICLE - STOLEN';'IC';'Invest Cont';0
'2014-September-24';141518017;'2012-August-15';1300;15;'N Hollywood';1522;813;'CHILD ANNOYING (17YRS & UNDER, DID NOT TOUCH VICTIM)';'IC';'Invest Cont';0
'2014-August-23';141917685;'2012-August-15';1000;19;'Mission';1961;740;'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)';'IC';'Invest Cont';886
'2014-August-13';141013571;'2012-August-13';2100;10;'West Valley';1039;810;'SEX, UNLAWFUL';'AO';'Adult Other';919
'2014-April-21';140209666;'2012-August-12';1200;2;'Rampart';275;354;'THEFT OF IDENTITY';'IC';'Invest Cont';229
'2014-April-16';141607776;'2012-August-12';1600;16;'Foothill';1641;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'IC';'Invest Cont';242
'2014-July-07';140711151;'2012-August-11';1000;7;'Wilshire';719;354;'THEFT OF IDENTITY';'IC';'Invest Cont';381
'2014-August-12';141420817;'2012-August-11';830;14;'Pacific';1412;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'IC';'Invest Cont';961
'2014-October-28';140416048;'2012-August-10';1200;4;'Hollenbeck';412;354;'THEFT OF IDENTITY';'IC';'Invest Cont';284
'2014-December-27';141522621;'2012-August-10';1200;15;'N Hollywood';1555;331;'THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)';'IC';'Invest Cont';916
'2014-July-11';142013038;'2012-August-10';1200;20;'Olympic';2026;354;'THEFT OF IDENTITY';'IC';'Invest Cont';254
'2014-August-10';140317327;'2012-August-08';2025;3;'Southwest';312;930;'CRIMINAL THREATS - NO WEAPON DISPLAYED';'AO';'Adult Other';782
'2014-March-10';140109183;'2012-August-06';1600;1;'Central';155;946;'OTHER MISCELLANEOUS CRIME';'AA';'Adult Arrest';852
'2014-August-13';140801136;'2012-August-06';1;8;'West LA';812;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'IC';'Invest Cont';582
'2014-November-01';141223819;'2012-August-06';1200;12;'77th Street';1258;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-August-05';141515136;'2012-August-04';1200;15;'N Hollywood';1532;956;'LETTERS, LEWD';'IC';'Invest Cont';0
'2014-August-13';141515534;'2012-August-04';1000;15;'N Hollywood';1515;420;'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)';'IC';'Invest Cont';177
'2014-June-14';140114527;'2012-August-03';1830;1;'Central';195;997;'TRAFFIC DR #';'IC';'Invest Cont';68
'2014-January-29';140305647;'2012-August-03';1;3;'Southwest';362;354;'THEFT OF IDENTITY';'IC';'Invest Cont';985
'2014-July-08';141113066;'2012-August-03';800;11;'Northeast';1115;354;'THEFT OF IDENTITY';'IC';'Invest Cont';14
'2014-January-03';140304163;'2012-August-02';1200;3;'Southwest';395;649;'DOCUMENT FORGERY / STOLEN FELONY';'IC';'Invest Cont';0
'2014-July-03';140115795;'2012-August-01';1;1;'Central';171;956;'LETTERS, LEWD';'IC';'Invest Cont';205
'2014-March-20';140207978;'2012-August-01';1200;2;'Rampart';248;812;'CHILD, CRIME AGAINST';'AA';'Adult Arrest';171
'2014-March-20';140207980;'2012-August-01';1200;2;'Rampart';248;812;'CHILD, CRIME AGAINST';'AA';'Adult Arrest';98
'2014-March-22';140300642;'2012-August-01';1;3;'Southwest';354;860;'BATTERY WITH SEXUAL CONTACT';'AA';'Adult Arrest';263
'2014-March-22';140300643;'2012-August-01';1;3;'Southwest';354;237;'CHILD NEGLECT (SEE 300 W.I.C.)';'IC';'Invest Cont';85
'2014-July-08';140315300;'2012-August-01';1;3;'Southwest';397;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-August-22';140413243;'2012-August-01';1000;4;'Hollenbeck';462;310;'BURGLARY';'IC';'Invest Cont';214
